一年一度 	 29188
因地制宜 	 27805
千方百计 	 27561
息息相关 	 25804
层出不穷 	 25301
引人注目 	 24076
当务之急 	 22965
滥用职权 	 22885
深入人心 	 22071
解放思想 	 21847
见义勇为 	 21157
敲诈勒索 	 20827
名不虚传 	 20236
来之不易 	 20180
名副其实 	 20015
下落不明 	 19848
坚持不懈 	 19818
源源不断 	 19395
络绎不绝 	 19137
弄虚作假 	 19010
不可思议 	 18980
不正之风 	 18949
小心翼翼 	 18841
长治久安 	 18732
如火如荼 	 18585
不折不扣 	 18574
后顾之忧 	 18005
纸醉金迷 	 17612
力所能及 	 17518
供不应求 	 17422
一目了然 	 17310
显而易见 	 17273
持之以恒 	 16953
成千上万 	 16698
大街小巷 	 16354
可想而知 	 16264
安居乐业 	 16133
齐心协力 	 15972
得天独厚 	 15675
一见钟情 	 15636
艰苦奋斗 	 15564
全心全意 	 15503
独一无二 	 15496
不约而同 	 15230
紧锣密鼓 	 15200
五花八门 	 15109
一应俱全 	 15089
应运而生 	 14881
与众不同 	 14801
触目惊心 	 14766
屡见不鲜 	 14553
无独有偶 	 14457
行之有效 	 14353
不知不觉 	 14263
大势所趋 	 14236
千家万户 	 14142
心有余悸 	 13820
不得而知 	 13727
前所未有 	 13620
迫不及待 	 13603
雪上加霜 	 13570
迫在眉睫 	 13502
此起彼伏 	 13494
脚踏实地 	 13433
意想不到 	 13303
错综复杂 	 13132
无可厚非 	 13090
源远流长 	 13043
举一反三 	 13004
循序渐进 	 12875
不遗余力 	 12844
不言而喻 	 12652
讨价还价 	 12516
深恶痛绝 	 12511
三位一体 	 12414
截然不同 	 12326
记忆犹新 	 12263
喜闻乐见 	 12230
家喻户晓 	 12098
日新月异 	 12066
取而代之 	 12053
莫名其妙 	 11999
名列前茅 	 11993
排忧解难 	 11980
各式各样 	 11976
玩忽职守 	 11949
任重道远 	 11946
奋发有为 	 11859
举足轻重 	 11820
比比皆是 	 11743
卓有成效 	 11730
落地生根 	 11714
势在必行 	 11637
史无前例 	 11636
理所当然 	 11591
耳熟能详 	 11453
由来已久 	 11434
一模一样 	 11401
厉行节约 	 11378
恶性循环 	 11335
铤而走险 	 11292
举世瞩目 	 11230
再接再厉 	 11218
足不出户 	 11172
翻天覆地 	 11138
非同寻常 	 11077
挨家挨户 	 11057
不翼而飞 	 11020
参差不齐 	 10983
水涨船高 	 10972
沸沸扬扬 	 10931
先发制人 	 10913
轩然大波 	 10893
土生土长 	 10861
出人意料 	 10861
统筹兼顾 	 10847
明察暗访 	 10825
刻不容缓 	 10797
融为一体 	 10758
焕然一新 	 10740
以身作则 	 10717
潜移默化 	 10707
风口浪尖 	 10663
有条不紊 	 10326
归根结底 	 10289
发扬光大 	 10276
旗帜鲜明 	 10236
万无一失 	 10222
可见一斑 	 10214
一视同仁 	 10136
相辅相成 	 10077
淋漓尽致 	 9971
耳目一新 	 9971
不了了之 	 9877
热火朝天 	 9846
有目共睹 	 9788
久而久之 	 9768
视而不见 	 9757
自强不息 	 9753
以权谋私 	 9641
继往开来 	 9625
赞不绝口 	 9602
义不容辞 	 9525
未雨绸缪 	 9508
一举一动 	 9506
绳之以法 	 9496
尽如人意 	 9435
有所作为 	 9411
对症下药 	 9363
出谋划策 	 9352
四面八方 	 9346
首当其冲 	 9337
马不停蹄 	 9283
不以为然 	 9266
必由之路 	 9255
所作所为 	 9240
一蹴而就 	 9223
人满为患 	 9218
身体力行 	 9193
精益求精 	 9158
不可忽视 	 9121
大吃一惊 	 9086
竭尽全力 	 9085
拭目以待 	 9051
无家可归 	 9045
哭笑不得 	 8991
铺张浪费 	 8980
不知所措 	 8956
座无虚席 	 8908
可乘之机 	 8891
琳琅满目 	 8857
卷土重来 	 8835
铺天盖地 	 8799
理直气壮 	 8788
面目全非 	 8775
忧心忡忡 	 8741
在所难免 	 8700
燃眉之急 	 8700
图文并茂 	 8683
不绝于耳 	 8680
津津乐道 	 8638
数以万计 	 8626
立竿见影 	 8578
议论纷纷 	 8572
与日俱增 	 8529
衣食住行 	 8510
精心设计 	 8470
急功近利 	 8454
鲜为人知 	 8450
根深蒂固 	 8431
博大精深 	 8431
大有可为 	 8403
轰轰烈烈 	 8398
惊心动魄 	 8380
不亦乐乎 	 8378
何去何从 	 8359
独立自主 	 8357
率先垂范 	 8348
相得益彰 	 8298
取信于民 	 8293
耐人寻味 	 8255
别开生面 	 8221
水泄不通 	 8189
接二连三 	 8181
无能为力 	 8154
难以为继 	 8139
陷入僵局 	 8108
感同身受 	 8104
不知去向 	 8074
匪夷所思 	 8046
背道而驰 	 7996
难以置信 	 7977
拳打脚踢 	 7974
一帆风顺 	 7963
掉以轻心 	 7923
畅所欲言 	 7910
习以为常 	 7871
漏洞百出 	 7870
年久失修 	 7846
出乎意料 	 7834
一脉相承 	 7808
毫不动摇 	 7803
当之无愧 	 7760
肆无忌惮 	 7757
寥寥无几 	 7709
顺藤摸瓜 	 7679
助人为乐 	 7647
欢聚一堂 	 7632
泪流满面 	 7629
接踵而至 	 7620
直言不讳 	 7616
义无反顾 	 7610
力不从心 	 7593
遍地开花 	 7585
慕名而来 	 7578
纷至沓来 	 7576
兴致勃勃 	 7571
家常便饭 	 7568
措手不及 	 7558
心急如焚 	 7540
一席之地 	 7495
栩栩如生 	 7485
眼花缭乱 	 7483
雪中送炭 	 7479
得不偿失 	 7383
安然无恙 	 7341
深入浅出 	 7338
自始至终 	 7337
捉襟见肘 	 7337
拒之门外 	 7328
望而却步 	 7322
默默无闻 	 7300
顺理成章 	 7282
难能可贵 	 7237
来龙去脉 	 7236
不谋而合 	 7221
清清楚楚 	 7218
如出一辙 	 7209
提心吊胆 	 7205
徇私舞弊 	 7194
一无所知 	 7151
锲而不舍 	 7144
别有用心 	 7135
大打出手 	 7114
同舟共济 	 7107
雨后春笋 	 7073
兢兢业业 	 7041
泣不成声 	 7019
无人问津 	 6983
应有尽有 	 6982
引以为戒 	 6965
异军突起 	 6964
通俗易懂 	 6960
波澜壮阔 	 6922
无可奈何 	 6862
归根到底 	 6858
品学兼优 	 6815
司空见惯 	 6814
推波助澜 	 6796
微乎其微 	 6790
相提并论 	 6741
束手无策 	 6734
信以为真 	 6712
死灰复燃 	 6643
苦不堪言 	 6631
防患于未然 	 6626
争分夺秒 	 6615
集思广益 	 6592
蛮不讲理 	 6591
自力更生 	 6590
有的放矢 	 6587
严阵以待 	 6565
建功立业 	 6537
人山人海 	 6535
溃不成军 	 6531
国计民生 	 6514
年事已高 	 6494
绿水青山 	 6492
半壁江山 	 6479
求同存异 	 6450
蛛丝马迹 	 6448
鱼龙混杂 	 6437
扑朔迷离 	 6434
熙熙攘攘 	 6433
一技之长 	 6426
大江南北 	 6408
屈指可数 	 6404
交相辉映 	 6397
公之于众 	 6389
一拍即合 	 6388
絮絮叨叨 	 6388
一丝不苟 	 6383
相依为命 	 6382
微不足道 	 6370
大有作为 	 6349
良莠不齐 	 6348
令人瞩目 	 6343
迎刃而解 	 6334
从天而降 	 6329
不合时宜 	 6313
现身说法 	 6305
受益匪浅 	 6275
新陈代谢 	 6275
声势浩大 	 6263
高高在上 	 6250
合情合理 	 6241
量力而行 	 6240
不切实际 	 6225
针锋相对 	 6205
责无旁贷 	 6201
高瞻远瞩 	 6196
千千万万 	 6187
明目张胆 	 6186
连锁反应 	 6171
适得其反 	 6145
摇身一变 	 6140
跃跃欲试 	 6108
聚精会神 	 6100
承前启后 	 6092
杯水车薪 	 6092
一网打尽 	 6088
开花结果 	 6073
慷慨解囊 	 6053
素不相识 	 6050
重建家园 	 6048
长此以往 	 6047
无可争辩 	 6047
格格不入 	 6005
蔚然成风 	 5999
生机勃勃 	 5988
吃苦耐劳 	 5983
昏迷不醒 	 5980
金字招牌 	 5977
大相径庭 	 5975
堂而皇之 	 5950
如数家珍 	 5942
更新换代 	 5939
争先恐后 	 5903
浓墨重彩 	 5893
大刀阔斧 	 5880
惊慌失措 	 5868
所剩无几 	 5857
高官厚禄 	 5850
一心一意 	 5847
井然有序 	 5815
一波三折 	 5805
形迹可疑 	 5804
炙手可热 	 5749
身临其境 	 5740
二话不说 	 5735
流连忘返 	 5693
热泪盈眶 	 5692
销声匿迹 	 5687
打击报复 	 5679
尽心尽力 	 5669
一以贯之 	 5663
恍然大悟 	 5657
置之不理 	 5655
轻而易举 	 5631
人来人往 	 5626
青山绿水 	 5619
齐头并进 	 5613
一筹莫展 	 5585
百花齐放 	 5578
各执一词 	 5570
志同道合 	 5565
绞尽脑汁 	 5550
首屈一指 	 5537
水到渠成 	 5530
物美价廉 	 5526
众说纷纭 	 5514
各自为政 	 5506
语重心长 	 5502
德才兼备 	 5488
乐此不疲 	 5477
方兴未艾 	 5471
五颜六色 	 5445
无动于衷 	 5438
锦上添花 	 5428
荒淫无度 	 5426
推陈出新 	 5426
畅通无阻 	 5425
独树一帜 	 5419
省吃俭用 	 5418
无济于事 	 5412
情不自禁 	 5405
不足为奇 	 5391
忍无可忍 	 5380
埋头苦干 	 5372
郁郁葱葱 	 5371
事半功倍 	 5360
不省人事 	 5349
分门别类 	 5345
别出心裁 	 5333
明明白白 	 5328
热情洋溢 	 5318
大张旗鼓 	 5315
防不胜防 	 5312
惊魂未定 	 5301
蒙混过关 	 5301
错落有致 	 5297
一点一滴 	 5277
入不敷出 	 5266
我行我素 	 5257
深思熟虑 	 5252
趋之若鹜 	 5247
无微不至 	 5234
溢于言表 	 5231
车水马龙 	 5196
同心同德 	 5189
无所适从 	 5185
变本加厉 	 5164
壮士断腕 	 5158
雄心勃勃 	 5152
崭露头角 	 5152
以点带面 	 5145
学以致用 	 5143
心中有数 	 5132
五湖四海 	 5124
审时度势 	 5117
不择手段 	 5114
大起大落 	 5082
不厌其烦 	 5081
一针见血 	 5076
四通八达 	 5075
不可开交 	 5061
春暖花开 	 5052
天经地义 	 5051
悬而未决 	 5037
一言不发 	 5036
蜂拥而至 	 5036
扬长而去 	 5023
水落石出 	 5018
大开眼界 	 5006
载歌载舞 	 5002
子虚乌有 	 4990
了如指掌 	 4987
历历在目 	 4974
徇私枉法 	 4966
风云变幻 	 4958
公正廉洁 	 4946
茁壮成长 	 4945
千丝万缕 	 4944
一步一个脚印 	 4943
奋不顾身 	 4939
轻描淡写 	 4927
不解之缘 	 4914
有意无意 	 4914
顾名思义 	 4904
有声有色 	 4898
流离失所 	 4895
诸如此类 	 4865
一清二楚 	 4858
众志成城 	 4857
救死扶伤 	 4851
梦寐以求 	 4846
逍遥法外 	 4846
按捺不住 	 4845
信誓旦旦 	 4834
不计其数 	 4829
缺一不可 	 4828
脱胎换骨 	 4823
真心实意 	 4814
对簿公堂 	 4808
不辱使命 	 4790
狂风暴雨 	 4789
日复一日 	 4788
白发苍苍 	 4782
山清水秀 	 4776
随心所欲 	 4774
浩浩荡荡 	 4770
毛泽东	61678
胡锦涛	58429
普京	49718
温家宝	48611
赵本山	43172
马英九	39748
孙子	35988
陆军	33698
郭晶晶	32920
约翰	30339
周恩来	29617
林彪	25916
庄则栋	25496
高昂	25250
希拉里	25169
李鹏	23608
克林顿	22089
潘基文	21464
雷锋	21162
孔子	20933
汪洋	19675
邓小平	19616
诺贝尔	19013
布什	18703
穆罕默德	18331
默克尔	18272
威廉	16117
乔治	16047
王毅	15544
罗马	15286
罗伯特	14633
迈克尔	14508
陈水扁	14173
马克	13791
詹姆斯	13757
米歇尔	12581
蒋介石	12454
亚历山大	12426
鲁迅	12366
张扬	12199
戴维	11952
孙中山	11919
保罗	11731
金正日	11351
毛岸英	11291
奥斯卡	11242
光绪	10210
布朗	10130
盖茨	10107
比尔	10099
李强	9897
彼得	9895
李娜	9838
马云	9832
福布斯	9794
康熙	9760
艾哈迈德	9717
福特	9586
嫦娥	9317
白求恩	9084
孙俪	8710
大卫	8613
王刚	8505
托马斯	8396
袁隆平	8258
爱德华	8254
杨开慧	8246
王磊	8154
张杰	8094
杜鹃	8038
汉武帝	7975
李云迪	7967
周强	7950
朱元璋	7939
郁达夫	7935
陈云	7684
姚明	7647
王伟	7640
乾隆	7477
胡适	7359
唐太宗	7325
纪晓岚	7318
拉登	7313
杨柳	7303
理查德	7278
谢尔盖	7205
袁世凯	7203
刘涛	7186
肯尼迪	7156
李伟	7136
周杰伦	7065
李长春	7049
司马炎	7016
成吉思汗	6983
刘伟	6977
宋徽宗	6876
卡特	6799
老子	6683
查韦斯	6672
朱熹	6629
柴静	6600
舒畅	6581
彭丽媛	6575
岳飞	6546
管子	6539
米芾	6517
菲利普	6515
齐景公	6505
金日成	6404
溥仪	6392
林立果	6294
江青	6209
约翰逊	6169
郭德纲	6125
史密斯	6106
江泽民	6094
赵匡胤	6089
谢长廷	6027
谭嗣同	5941
安德鲁	5940
刘邦	5722
约瑟夫	5717
张斌	5707
梁实秋	5699
安南	5683
杜马	5588
樱桃	5541
王敏	5530
刘翔	5441
多尔衮	5397
张学良	5355
焦裕禄	5347
戴维斯	5321
许昌	5320
王小山	5317
贝卢斯科尼	5159
刘德华	5086
卡斯特罗	5037
钱时	5030
苗圃	4960
冯小刚	4933
成龙	4926
里根	4898
诸葛亮	4831
王涛	4829
吕后	4808
张艺谋	4728
晏子	4632
李登辉	4468
尼古拉	4416
亨利	4357
李宁	4346
阎锡山	4258
萨达姆	4235
圣保罗	4233
摩根	4208
马克思	4207
刘敏	4194
王宁	4189
李琳	4149
赖斯	4148
华国锋	4137
米勒	4137
杰克逊	4133
张掖	4132
刘胡兰	4110
史蒂夫	4059
哈里	4058
白岩松	4057
刘杰	4029
尼克松	4015
布莱尔	3983
弗朗索瓦	3979
李白	3944
朱德	3873
林肯	3872
马超	3841
安德烈	3832
张旭	3830
司马相如	3756
宋庆龄	3748
王辉	3732
李嘉诚	3728
陈冲	3683
赵薇	3648
王静	3621
路易斯	3619
范冰冰	3606
张宁	3571
郑和	3554
安妮	3547
丹尼斯	3538
张静	3538
陈亮	3511
钱学森	3505
张华	3472
屈原	3408
王芳	3402
王菲	3398
杨毅	3397
海宁	3372
金龙	3371
曾荫权	3369
王欣	3360
高桥	3326
阿朵	3309
卡恩	3298
韩寒	3284
刘颖	3279
向县	3229
张宇	3226
李阳	3222
卡洛斯	3219
刘震	3209
黄兴	3194
陈斌	3179
凯文	3177
孟子	3168
公明	3168
王楠	3164
格林	3161
曼苏尔	3155
默多克	3150
希特勒	3146
胡志明	3140
崔永元	3109
章子怡	3104
曹操	3092
弗兰克	3091
戴高乐	3090
罗斯福	3057
基辛格	2964
赛义德	2963
王安石	2939
爱因斯坦	2888
张超	2868
金庸	2834
精神	606946
医院	580436
检查	580138
死亡	428687
恢复	329411
意识	299155
医疗	290407
治疗	287165
卫生	242636
患者	195788
检测	189815
接触	186659
监测	179771
应急	176681
缓解	174909
预防	161366
损害	155599
疾病	152915
手术	117069
病人	109328
人体	94970
感染	94768
症状	89318
医学	86135
一次性	82632
诊断	82265
医药	78913
防治	77390
辐射	75581
生物	70512
吸收	70373
敏感	69913
药物	69709
人民医院	69179
部位	66422
康复	66120
自杀	65113
营养	64702
流行	64209
高压	63018
医疗机构	62233
急救	58974
残疾人	58094
婴儿	54553
血液	54242
皮肤	53703
复苏	53233
预案	53210
临床	52763
扩张	52225
保健	50989
残疾	50379
救护车	48645
抑制	47641
视觉	46790
良性	46549
样本	45940
不适	45057
疫情	44789
